age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,poutcome,y
31,management,single,tertiary,no,574,yes,no,cellular,jul,410,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,43,no,no,unknown,may,190,1,-1,0,unknown,no
36,management,married,tertiary,no,428,no,no,unknown,may,121,1,-1,0,unknown,no
58,housemaid,married,primary,no,0,yes,no,telephone,jul,148,1,-1,0,unknown,no
46,admin.,married,secondary,no,0,yes,yes,cellular,apr,239,2,259,2,failure,no
32,management,single,tertiary,no,474,yes,no,cellular,aug,90,3,-1,0,unknown,no
39,services,married,secondary,no,-540,no,no,unknown,jun,29,1,-1,0,unknown,no
35,self-employed,married,tertiary,no,560,yes,no,cellular,apr,58,1,136,1,failure,no
31,management,married,tertiary,no,325,yes,no,cellular,jul,1139,2,-1,0,unknown,yes
29,management,single,tertiary,no,437,no,no,cellular,aug,504,1,92,1,success,yes
48,blue-collar,married,primary,no,574,no,no,cellular,aug,348,1,-1,0,unknown,no
60,retired,married,primary,no,0,no,no,telephone,jul,130,3,-1,0,unknown,no
74,retired,married,secondary,no,935,no,no,cellular,jan,100,1,104,1,other,no
30,services,married,secondary,no,699,yes,no,unknown,may,544,1,-1,0,unknown,no
52,admin.,single,primary,no,0,no,no,unknown,may,182,11,-1,0,unknown,no
24,blue-collar,married,secondary,no,-220,yes,no,cellular,apr,90,1,-1,0,unknown,no
29,services,married,secondary,no,11417,yes,no,unknown,may,272,2,-1,0,unknown,no
33,housemaid,married,primary,no,212,yes,no,cellular,jul,260,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,67,yes,yes,unknown,may,672,3,-1,0,unknown,no
45,admin.,divorced,secondary,no,0,no,no,cellular,oct,264,1,-1,0,unknown,yes
31,blue-collar,married,secondary,no,0,no,yes,telephone,jul,275,2,-1,0,unknown,no
45,technician,married,secondary,no,1673,no,no,cellular,oct,76,1,-1,0,unknown,no
27,services,married,secondary,no,-1202,yes,no,unknown,jun,749,2,-1,0,unknown,no
30,management,single,tertiary,no,4213,no,no,cellular,aug,142,4,-1,0,unknown,no
45,blue-collar,married,primary,no,0,no,no,cellular,aug,454,2,-1,0,unknown,no
57,blue-collar,married,secondary,no,1521,yes,yes,cellular,may,102,2,178,5,failure,no
34,management,married,tertiary,no,1310,no,no,telephone,jan,521,3,158,7,other,no
40,admin.,married,secondary,no,0,yes,yes,cellular,nov,57,1,-1,0,unknown,no
39,management,married,tertiary,no,399,no,no,cellular,apr,504,1,-1,0,unknown,no
46,technician,married,tertiary,no,405,no,no,cellular,aug,138,3,-1,0,unknown,no
55,management,divorced,tertiary,no,9756,yes,no,cellular,jun,103,2,95,1,other,yes
25,management,single,tertiary,no,2506,no,no,cellular,feb,485,1,-1,0,unknown,yes
34,management,married,tertiary,no,697,no,no,cellular,aug,166,1,-1,0,unknown,no
37,blue-collar,married,primary,no,403,yes,no,cellular,may,318,2,338,1,success,no
64,retired,divorced,tertiary,no,890,no,no,cellular,jul,531,3,-1,0,unknown,no
45,technician,divorced,secondary,no,809,yes,no,cellular,may,155,2,363,4,failure,no
57,housemaid,married,secondary,no,158,yes,no,telephone,jul,73,1,-1,0,unknown,no
21,student,single,unknown,no,137,yes,no,unknown,may,198,3,-1,0,unknown,no
58,housemaid,married,secondary,no,2705,no,no,telephone,aug,137,1,-1,0,unknown,no
41,blue-collar,single,secondary,no,75,yes,no,unknown,jul,479,9,-1,0,unknown,yes
41,management,married,unknown,no,2457,yes,no,unknown,may,285,1,-1,0,unknown,no
58,management,married,tertiary,no,541,yes,no,cellular,may,98,1,-1,0,unknown,no
33,management,married,tertiary,no,287,yes,no,cellular,may,199,2,274,3,other,no
32,management,married,tertiary,no,273,yes,yes,cellular,jul,97,3,-1,0,unknown,no
44,services,divorced,secondary,no,0,yes,no,unknown,jun,389,5,-1,0,unknown,no
47,unknown,married,unknown,no,677,no,no,cellular,aug,384,1,99,4,success,no
41,self-employed,married,primary,no,340,no,no,unknown,jun,37,3,-1,0,unknown,no
54,technician,married,tertiary,no,98,no,no,cellular,aug,420,4,-1,0,unknown,no
47,technician,divorced,tertiary,no,477,yes,no,telephone,may,973,1,366,1,failure,no
32,management,single,tertiary,no,2629,no,no,cellular,aug,77,4,-1,0,unknown,no
59,housemaid,married,tertiary,no,0,no,yes,cellular,jul,376,2,-1,0,unknown,no
29,technician,single,tertiary,no,2325,no,no,cellular,feb,125,1,-1,0,unknown,yes
48,services,married,secondary,yes,-20,no,no,cellular,aug,142,2,-1,0,unknown,no
32,technician,single,secondary,no,230,yes,no,cellular,may,442,1,266,8,failure,yes
46,management,divorced,secondary,no,-852,no,yes,cellular,aug,728,2,-1,0,unknown,no
31,blue-collar,single,primary,no,-280,no,no,unknown,may,281,3,-1,0,unknown,no
53,blue-collar,married,secondary,no,25,no,no,cellular,aug,528,2,-1,0,unknown,yes
34,technician,single,tertiary,no,9851,yes,no,cellular,nov,128,5,-1,0,unknown,no
48,services,single,unknown,no,5095,yes,no,unknown,jun,71,1,-1,0,unknown,no
32,technician,married,secondary,no,687,no,no,cellular,aug,161,4,-1,0,unknown,no
31,management,married,secondary,no,1368,yes,no,cellular,aug,129,4,-1,0,unknown,no
27,blue-collar,single,primary,no,-179,yes,no,cellular,may,54,2,-1,0,unknown,no
60,admin.,married,secondary,no,-396,yes,no,cellular,may,443,1,350,1,failure,no
34,blue-collar,single,tertiary,no,1011,yes,no,unknown,may,136,1,-1,0,unknown,no
52,self-employed,married,secondary,no,9,no,yes,unknown,jun,44,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,1159,yes,yes,cellular,may,1181,9,-1,0,unknown,no
45,technician,married,primary,no,-322,no,no,unknown,jun,225,2,-1,0,unknown,no
54,technician,divorced,secondary,no,1114,yes,no,cellular,jan,81,1,-1,0,unknown,no
52,services,married,secondary,no,2072,no,no,cellular,jul,224,1,-1,0,unknown,no
47,entrepreneur,married,tertiary,no,459,yes,no,cellular,jul,189,4,-1,0,unknown,no
54,unknown,married,secondary,no,1157,no,no,cellular,may,98,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,8309,yes,yes,cellular,nov,50,1,-1,0,unknown,no
39,technician,single,tertiary,no,1043,no,no,cellular,aug,195,10,-1,0,unknown,no
46,technician,married,secondary,no,2098,no,no,cellular,aug,110,2,-1,0,unknown,no
26,unemployed,single,secondary,no,461,no,no,cellular,jan,214,1,-1,0,unknown,no
37,technician,single,secondary,no,61,yes,no,unknown,may,182,8,-1,0,unknown,no
47,blue-collar,married,secondary,no,1203,yes,no,cellular,apr,239,2,-1,0,unknown,no
35,technician,married,secondary,no,1067,no,yes,cellular,aug,179,6,-1,0,unknown,no
57,unemployed,married,primary,no,0,no,no,unknown,jun,540,1,-1,0,unknown,no
34,management,married,tertiary,no,1657,yes,no,cellular,may,566,2,356,4,failure,no
47,technician,married,secondary,no,1219,no,no,cellular,aug,697,4,-1,0,unknown,yes
27,technician,married,secondary,no,7,yes,no,unknown,may,98,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,-839,yes,yes,cellular,jul,1018,2,-1,0,unknown,yes
39,technician,married,secondary,no,994,no,no,cellular,feb,221,1,241,1,failure,no
36,entrepreneur,married,tertiary,no,6,no,no,telephone,oct,246,1,-1,0,unknown,no
42,technician,single,secondary,no,0,no,no,cellular,aug,656,2,-1,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,unknown,jun,281,1,-1,0,unknown,no
34,management,married,tertiary,no,133,yes,no,unknown,may,65,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,247,yes,yes,unknown,may,193,5,-1,0,unknown,no
49,services,married,secondary,no,1114,no,no,cellular,nov,283,1,-1,0,unknown,no
57,blue-collar,married,primary,no,1592,no,yes,unknown,jun,78,4,-1,0,unknown,no
59,retired,married,unknown,no,0,no,no,unknown,may,425,6,-1,0,unknown,no
57,admin.,married,tertiary,no,46,no,no,cellular,aug,238,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,1221,yes,no,cellular,may,182,1,90,8,failure,no
61,management,married,secondary,no,985,no,no,cellular,aug,998,6,-1,0,unknown,yes
35,blue-collar,divorced,secondary,no,0,yes,no,unknown,may,477,1,-1,0,unknown,no
42,management,married,tertiary,no,520,no,no,cellular,nov,158,1,-1,0,unknown,no
57,services,married,tertiary,no,10,no,no,telephone,jul,320,3,-1,0,unknown,no
42,blue-collar,married,secondary,no,2157,yes,no,cellular,may,149,1,364,2,failure,no
53,retired,married,secondary,no,6095,yes,yes,cellular,may,410,5,-1,0,unknown,no
63,retired,married,tertiary,no,133,yes,no,cellular,feb,104,2,-1,0,unknown,no
47,self-employed,married,secondary,no,1121,no,no,unknown,jun,454,6,-1,0,unknown,no
54,services,married,secondary,no,88,yes,no,unknown,may,190,1,-1,0,unknown,no
45,admin.,married,secondary,no,0,no,no,cellular,aug,145,10,-1,0,unknown,no
28,management,single,tertiary,no,-328,yes,no,telephone,feb,318,2,-1,0,unknown,no
58,unemployed,married,secondary,no,610,yes,no,telephone,jul,246,2,-1,0,unknown,no
48,management,single,tertiary,no,414,no,no,cellular,jul,761,2,-1,0,unknown,no
35,management,divorced,tertiary,no,0,yes,no,telephone,oct,171,1,-1,0,unknown,yes
37,self-employed,married,tertiary,no,0,no,no,unknown,jun,143,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,685,yes,no,unknown,jun,968,1,-1,0,unknown,no
37,management,married,primary,no,22856,no,no,cellular,jul,154,1,388,1,failure,no
25,services,single,secondary,no,-352,no,no,cellular,jul,246,1,-1,0,unknown,no
58,blue-collar,married,secondary,no,602,yes,no,cellular,may,201,1,-1,0,unknown,no
52,management,married,secondary,no,-588,yes,no,cellular,jul,81,4,-1,0,unknown,no
19,student,single,secondary,no,302,no,no,cellular,jul,205,1,-1,0,unknown,yes
59,blue-collar,married,secondary,no,5314,yes,no,cellular,may,200,3,-1,0,unknown,no
41,technician,married,secondary,no,64,yes,yes,unknown,may,210,2,-1,0,unknown,no
34,technician,single,tertiary,no,632,no,no,cellular,aug,215,10,-1,0,unknown,no
35,technician,single,secondary,no,5731,yes,no,cellular,may,164,2,167,4,other,no
41,technician,married,secondary,no,902,no,no,unknown,jun,35,6,-1,0,unknown,no
28,blue-collar,single,secondary,no,6307,yes,no,unknown,may,615,1,-1,0,unknown,no
53,management,divorced,secondary,no,112,no,yes,cellular,aug,246,3,-1,0,unknown,no
35,services,married,secondary,no,0,no,yes,telephone,jul,42,1,-1,0,unknown,no
33,admin.,single,tertiary,no,621,no,no,cellular,jul,217,1,-1,0,unknown,no
37,technician,single,secondary,no,435,yes,no,unknown,may,210,1,-1,0,unknown,no
32,technician,married,secondary,no,782,yes,no,unknown,may,116,4,-1,0,unknown,no
32,blue-collar,married,secondary,no,478,yes,no,unknown,jun,200,1,-1,0,unknown,no
54,services,married,unknown,no,7864,yes,no,unknown,may,145,4,-1,0,unknown,no
44,blue-collar,married,secondary,no,1910,yes,no,unknown,jun,41,1,-1,0,unknown,no
36,technician,divorced,tertiary,no,1174,yes,no,cellular,nov,192,2,-1,0,unknown,no
56,admin.,married,secondary,no,1270,yes,no,cellular,nov,80,2,165,2,other,no
30,management,single,tertiary,no,18,no,no,unknown,may,121,11,-1,0,unknown,no
36,blue-collar,married,secondary,no,141,yes,no,unknown,may,106,3,-1,0,unknown,no
43,management,married,tertiary,no,2886,no,no,cellular,nov,230,1,-1,0,unknown,no
40,technician,married,secondary,no,2715,yes,no,unknown,may,125,2,-1,0,unknown,no
32,technician,single,tertiary,no,1100,yes,yes,cellular,aug,67,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,516,yes,yes,unknown,jun,26,1,-1,0,unknown,no
37,services,married,secondary,no,1,no,no,unknown,may,395,2,-1,0,unknown,no
28,admin.,single,secondary,no,775,no,no,cellular,jan,603,2,-1,0,unknown,no
35,unknown,married,primary,no,634,no,no,cellular,jul,185,2,-1,0,unknown,no
53,blue-collar,single,secondary,no,5715,no,no,cellular,jan,287,2,-1,0,unknown,no
60,admin.,married,unknown,no,1088,yes,no,cellular,may,149,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,1532,yes,yes,cellular,nov,173,7,-1,0,unknown,no
57,retired,married,primary,no,75,no,no,cellular,aug,118,2,-1,0,unknown,no
29,technician,single,secondary,no,103,no,no,unknown,may,314,1,-1,0,unknown,no
44,blue-collar,married,primary,no,134,yes,no,cellular,may,378,1,-1,0,unknown,no
41,admin.,single,secondary,no,748,no,no,telephone,nov,94,7,130,3,other,no
47,technician,married,secondary,no,1990,yes,yes,cellular,aug,108,4,-1,0,unknown,no
43,technician,married,tertiary,no,192,no,no,cellular,aug,203,2,-1,0,unknown,no
37,technician,single,secondary,no,267,no,no,cellular,may,121,1,-1,0,unknown,no
34,technician,single,tertiary,no,586,yes,no,unknown,may,489,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,648,yes,yes,unknown,may,287,1,-1,0,unknown,no
57,entrepreneur,divorced,secondary,yes,25,yes,no,cellular,may,652,1,370,4,other,no
26,admin.,single,secondary,no,96,yes,no,cellular,may,612,2,348,3,other,no
34,management,married,tertiary,no,1116,yes,no,cellular,jul,53,5,-1,0,unknown,no
46,technician,divorced,secondary,no,-90,no,yes,telephone,oct,270,1,-1,0,unknown,yes
38,entrepreneur,married,tertiary,no,170,yes,no,cellular,may,442,1,-1,0,unknown,yes
37,technician,single,secondary,no,3665,no,no,cellular,aug,664,3,-1,0,unknown,yes
28,management,single,tertiary,no,2380,no,no,cellular,sep,394,2,-1,0,unknown,no
57,blue-collar,married,primary,no,179,no,no,unknown,jun,230,3,-1,0,unknown,no
39,management,married,tertiary,no,763,yes,no,cellular,may,877,7,300,2,other,yes
49,services,married,secondary,no,320,no,no,telephone,feb,1971,4,-1,0,unknown,yes
38,technician,married,secondary,no,1960,yes,no,cellular,aug,161,2,-1,0,unknown,no
27,blue-collar,married,secondary,no,818,yes,no,unknown,jun,188,5,-1,0,unknown,no
30,admin.,married,secondary,no,2678,yes,no,cellular,may,23,5,-1,0,unknown,no
38,admin.,married,tertiary,no,1980,no,no,cellular,aug,176,2,-1,0,unknown,no
36,management,married,tertiary,no,1582,no,no,telephone,feb,26,2,197,1,failure,no
38,retired,single,unknown,no,62,no,no,unknown,jun,212,1,-1,0,unknown,no
59,housemaid,married,primary,no,235,no,no,cellular,aug,119,2,-1,0,unknown,no
37,management,married,tertiary,no,489,yes,no,cellular,aug,205,5,-1,0,unknown,no
29,self-employed,married,tertiary,no,3931,yes,no,unknown,jun,73,4,-1,0,unknown,no
43,blue-collar,married,secondary,no,699,yes,yes,cellular,nov,1258,2,122,2,other,yes
33,technician,married,secondary,no,58,yes,no,telephone,aug,57,2,-1,0,unknown,no
54,housemaid,divorced,secondary,no,1327,no,no,unknown,jun,115,2,-1,0,unknown,no
55,services,married,secondary,no,557,no,no,unknown,jun,58,1,-1,0,unknown,no
32,technician,single,tertiary,no,741,yes,no,cellular,aug,238,1,-1,0,unknown,no
48,management,married,primary,no,3230,yes,no,telephone,nov,207,3,-1,0,unknown,no
33,management,single,tertiary,no,1439,yes,no,cellular,jun,178,2,-1,0,unknown,no
46,admin.,married,secondary,no,120,yes,no,unknown,may,20,11,-1,0,unknown,no
44,management,married,tertiary,no,1058,no,no,cellular,mar,188,3,-1,0,unknown,yes
47,blue-collar,married,primary,no,881,yes,no,cellular,may,143,1,370,2,failure,no
38,technician,married,secondary,no,6728,no,no,cellular,nov,232,1,96,4,success,yes
80,retired,married,secondary,no,462,no,no,cellular,dec,127,2,-1,0,unknown,no
40,self-employed,married,secondary,no,167,yes,yes,cellular,may,380,4,295,1,failure,no
43,entrepreneur,married,tertiary,no,1574,yes,no,cellular,nov,167,3,-1,0,unknown,no
32,technician,single,tertiary,no,1625,no,no,cellular,may,796,1,109,1,failure,yes
39,management,married,tertiary,no,562,no,no,cellular,sep,303,2,-1,0,unknown,no
33,technician,married,secondary,no,9305,yes,no,cellular,apr,407,2,-1,0,unknown,no
31,technician,single,secondary,no,35,no,yes,cellular,jul,229,1,-1,0,unknown,no
36,management,single,tertiary,no,0,no,no,cellular,aug,108,2,-1,0,unknown,no
35,management,single,tertiary,no,2486,yes,no,cellular,may,265,1,-1,0,unknown,no
25,services,single,secondary,no,368,no,no,telephone,jul,168,1,-1,0,unknown,no
33,management,single,secondary,no,1558,yes,no,cellular,apr,97,1,-1,0,unknown,no
23,blue-collar,single,primary,no,8627,yes,no,cellular,may,169,1,346,1,failure,no
31,management,single,tertiary,no,2590,no,no,cellular,sep,103,2,484,2,other,no
36,management,married,tertiary,no,0,yes,yes,unknown,jun,599,3,-1,0,unknown,no
44,technician,single,tertiary,no,900,yes,no,cellular,jan,322,2,-1,0,unknown,no
31,management,single,tertiary,no,385,yes,no,unknown,may,304,1,-1,0,unknown,no
55,blue-collar,married,primary,no,1649,yes,no,cellular,may,52,3,-1,0,unknown,no
51,housemaid,divorced,secondary,no,9228,no,no,cellular,jul,655,4,-1,0,unknown,yes
36,admin.,married,secondary,no,0,yes,yes,cellular,feb,101,2,-1,0,unknown,no
27,unemployed,single,tertiary,no,1,no,no,cellular,feb,65,2,-1,0,unknown,no
40,services,married,secondary,no,771,yes,no,cellular,may,173,4,-1,0,unknown,no
49,services,married,secondary,no,280,yes,no,telephone,jul,162,3,-1,0,unknown,no
59,retired,married,primary,no,46,no,no,cellular,aug,78,2,-1,0,unknown,no
32,management,married,tertiary,no,2431,yes,no,cellular,may,646,5,-1,0,unknown,yes
42,retired,single,tertiary,no,308,no,no,cellular,jan,114,2,-1,0,unknown,no
35,management,divorced,tertiary,no,160,yes,no,unknown,jun,141,6,-1,0,unknown,no
29,blue-collar,single,secondary,no,555,yes,no,cellular,may,133,4,-1,0,unknown,no
29,technician,single,secondary,no,778,yes,no,unknown,jun,1994,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,48,no,no,cellular,may,140,2,-1,0,unknown,no
49,admin.,married,primary,no,169,yes,no,cellular,may,82,3,-1,0,unknown,no
51,services,divorced,secondary,no,12,yes,no,cellular,nov,150,1,-1,0,unknown,no
61,housemaid,married,primary,no,848,no,no,cellular,apr,605,1,187,1,other,no
43,management,married,secondary,no,481,yes,no,telephone,nov,164,1,110,2,other,no
42,services,married,tertiary,no,12223,yes,no,cellular,nov,36,1,-1,0,unknown,no
24,blue-collar,married,secondary,no,-254,yes,yes,unknown,may,290,2,-1,0,unknown,no
46,self-employed,married,tertiary,no,1148,no,no,telephone,jul,104,2,-1,0,unknown,no
23,admin.,single,secondary,no,5,no,no,unknown,may,413,1,-1,0,unknown,no
26,services,single,secondary,no,50,yes,no,cellular,aug,153,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,92,yes,no,unknown,may,237,2,-1,0,unknown,no
35,technician,single,tertiary,no,470,yes,no,cellular,jul,743,13,-1,0,unknown,yes
38,technician,married,secondary,no,0,no,no,cellular,aug,82,4,-1,0,unknown,no
56,unemployed,divorced,primary,no,109,no,no,cellular,jul,924,4,-1,0,unknown,no
31,services,married,secondary,no,440,yes,no,unknown,jun,117,3,-1,0,unknown,no
32,management,single,tertiary,no,0,no,no,cellular,feb,550,4,-1,0,unknown,yes
28,services,single,secondary,no,2685,no,yes,unknown,aug,5,1,-1,0,unknown,no
26,admin.,divorced,secondary,yes,-3,yes,no,unknown,may,181,5,-1,0,unknown,no
49,management,married,tertiary,no,7007,no,no,cellular,nov,325,2,-1,0,unknown,no
33,admin.,married,secondary,no,220,yes,no,unknown,may,345,1,-1,0,unknown,no
80,retired,married,primary,no,1548,no,no,cellular,aug,331,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,326,yes,yes,cellular,jul,112,1,-1,0,unknown,no
42,technician,divorced,secondary,no,0,yes,no,unknown,may,115,6,-1,0,unknown,no
46,blue-collar,married,secondary,no,123,no,no,cellular,aug,381,3,-1,0,unknown,no
32,management,single,tertiary,no,697,no,no,cellular,aug,119,1,99,3,failure,no
37,services,single,tertiary,no,223,yes,no,unknown,may,25,1,-1,0,unknown,no
32,student,married,secondary,no,1694,yes,no,cellular,jan,929,1,-1,0,unknown,no
53,management,married,tertiary,no,4446,yes,no,unknown,may,429,1,-1,0,unknown,no
39,management,married,tertiary,no,894,yes,no,cellular,apr,491,1,326,1,other,no
31,technician,divorced,secondary,no,202,yes,no,cellular,jul,146,1,-1,0,unknown,no
34,management,single,tertiary,no,0,no,no,cellular,aug,191,2,-1,0,unknown,no
44,technician,married,tertiary,no,1707,no,no,cellular,aug,406,3,-1,0,unknown,no
35,technician,married,secondary,no,13658,yes,no,telephone,dec,220,2,-1,0,unknown,no
39,admin.,married,secondary,no,406,no,no,cellular,jul,253,5,-1,0,unknown,no
55,services,married,secondary,no,96,no,no,telephone,jul,340,2,-1,0,unknown,no
34,housemaid,married,secondary,no,0,yes,no,unknown,oct,154,1,-1,0,unknown,yes
39,technician,married,tertiary,no,-276,no,yes,cellular,aug,121,4,-1,0,unknown,no
58,retired,married,secondary,no,413,no,no,cellular,aug,104,5,-1,0,unknown,no
37,blue-collar,married,primary,no,655,yes,no,cellular,feb,127,2,258,4,failure,no
56,retired,divorced,primary,no,694,no,no,cellular,jan,144,1,102,1,other,yes
32,admin.,single,secondary,no,10218,yes,no,cellular,nov,149,2,-1,0,unknown,no
41,technician,single,tertiary,no,1646,yes,no,cellular,feb,261,1,184,6,success,yes
29,admin.,single,tertiary,no,14,no,no,cellular,sep,87,1,120,1,failure,no
44,management,married,tertiary,no,7635,no,no,cellular,aug,719,5,-1,0,unknown,no
24,blue-collar,married,secondary,no,9,yes,no,unknown,may,292,7,-1,0,unknown,no
43,management,single,secondary,no,1029,yes,no,unknown,jun,145,1,-1,0,unknown,no
26,admin.,married,tertiary,no,2855,no,no,cellular,mar,52,3,-1,0,unknown,no
39,admin.,married,secondary,no,260,yes,no,cellular,apr,146,1,281,1,failure,no
49,blue-collar,married,secondary,no,2039,yes,no,cellular,may,451,1,169,2,failure,yes
52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,may,167,4,-1,0,unknown,no
33,blue-collar,married,tertiary,no,1465,no,no,cellular,aug,98,4,-1,0,unknown,no
30,blue-collar,married,secondary,no,125,yes,no,unknown,may,238,2,-1,0,unknown,no
32,technician,single,tertiary,no,930,no,no,cellular,aug,85,7,-1,0,unknown,no
27,management,single,tertiary,no,0,yes,no,cellular,jan,323,4,-1,0,unknown,no
58,blue-collar,married,primary,no,73,no,no,unknown,jun,116,1,-1,0,unknown,no
46,retired,married,primary,no,-35,yes,no,cellular,may,304,3,-1,0,unknown,no
28,management,single,tertiary,no,1351,no,no,cellular,dec,267,1,-1,0,unknown,no
39,services,married,primary,no,1601,yes,no,unknown,may,201,2,-1,0,unknown,no
41,services,married,unknown,no,88,yes,no,cellular,may,105,1,336,2,failure,no
38,services,married,secondary,no,435,yes,no,unknown,may,193,2,-1,0,unknown,no
50,unemployed,divorced,secondary,no,717,yes,no,cellular,jan,113,1,-1,0,unknown,no
56,services,married,secondary,no,705,yes,no,unknown,may,151,2,-1,0,unknown,no
34,technician,married,secondary,no,1553,no,no,cellular,aug,200,2,-1,0,unknown,no
33,blue-collar,divorced,secondary,no,-131,yes,no,unknown,may,145,1,-1,0,unknown,no
61,technician,married,secondary,no,1191,no,no,cellular,may,214,4,-1,0,unknown,yes
36,admin.,single,secondary,no,47,no,yes,cellular,jul,36,6,-1,0,unknown,no
34,technician,married,tertiary,no,544,yes,yes,cellular,nov,58,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,688,yes,no,unknown,may,174,2,-1,0,unknown,no
45,management,married,tertiary,no,242,no,no,cellular,apr,587,1,-1,0,unknown,yes
27,student,single,tertiary,no,118,no,no,cellular,may,112,1,-1,0,unknown,no
45,admin.,married,secondary,no,-388,yes,no,cellular,jul,175,2,-1,0,unknown,no
40,self-employed,married,tertiary,no,1603,no,no,unknown,jun,279,1,-1,0,unknown,no
36,management,single,secondary,no,1511,yes,no,cellular,nov,270,1,-1,0,unknown,yes
46,blue-collar,married,primary,no,147,yes,no,cellular,may,116,2,169,3,failure,no
37,entrepreneur,married,tertiary,no,836,yes,no,unknown,may,129,2,-1,0,unknown,no
36,technician,married,secondary,no,55,yes,no,cellular,may,38,2,369,4,failure,no
37,admin.,married,secondary,no,1123,no,yes,unknown,may,138,1,-1,0,unknown,no
22,student,single,tertiary,no,691,no,no,cellular,aug,338,1,-1,0,unknown,yes
51,services,married,secondary,no,0,no,yes,unknown,jun,565,3,-1,0,unknown,no
49,technician,married,secondary,no,12531,no,no,cellular,aug,77,8,-1,0,unknown,no
35,management,married,tertiary,no,552,yes,yes,cellular,nov,314,2,124,1,failure,no
50,housemaid,married,primary,no,0,no,no,unknown,jun,179,2,-1,0,unknown,no
31,services,married,tertiary,no,309,yes,yes,unknown,may,294,1,-1,0,unknown,no
47,services,single,secondary,no,33,yes,no,cellular,may,298,1,-1,0,unknown,no
59,blue-collar,married,secondary,no,681,yes,no,telephone,apr,427,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,1787,yes,no,cellular,may,87,4,357,4,failure,no
71,retired,married,tertiary,no,14220,yes,no,cellular,sep,397,1,-1,0,unknown,yes
31,management,single,tertiary,no,12569,no,no,cellular,sep,344,1,295,1,failure,yes
41,blue-collar,married,primary,no,4,no,no,cellular,jul,74,5,-1,0,unknown,no
35,blue-collar,married,primary,no,3587,yes,no,unknown,may,148,4,-1,0,unknown,no
36,management,married,tertiary,no,254,no,no,unknown,jun,161,3,-1,0,unknown,no
46,blue-collar,divorced,primary,no,1712,no,no,unknown,jun,110,1,-1,0,unknown,no
46,blue-collar,married,secondary,no,4855,yes,no,cellular,aug,1529,1,397,1,failure,no
47,technician,married,tertiary,no,2408,no,no,cellular,aug,236,1,104,1,success,no
35,management,single,tertiary,no,252,yes,no,cellular,aug,89,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,346,yes,no,cellular,apr,390,1,316,1,failure,no
56,admin.,married,secondary,no,45,no,no,unknown,may,1467,1,-1,0,unknown,yes
46,admin.,married,secondary,no,556,yes,yes,unknown,may,646,3,-1,0,unknown,yes
44,management,divorced,tertiary,no,-710,yes,no,cellular,jul,183,1,-1,0,unknown,no
48,technician,single,tertiary,no,-551,yes,no,cellular,may,168,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,56,yes,no,unknown,may,66,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,nov,160,3,120,3,failure,no
34,management,single,tertiary,no,178,yes,no,cellular,may,14,2,-1,0,unknown,no
56,technician,married,secondary,no,359,yes,no,unknown,jun,220,4,-1,0,unknown,no
55,retired,divorced,secondary,no,1580,no,yes,unknown,jun,1007,1,-1,0,unknown,yes
44,blue-collar,divorced,secondary,no,221,no,no,cellular,jul,149,13,-1,0,unknown,no
38,technician,married,tertiary,no,1161,yes,no,unknown,may,665,1,-1,0,unknown,no
53,retired,married,secondary,no,1278,yes,no,telephone,jul,174,3,-1,0,unknown,no
41,admin.,single,tertiary,no,982,no,no,cellular,jul,105,1,-1,0,unknown,no
34,technician,single,secondary,no,16,no,no,cellular,aug,990,1,-1,0,unknown,yes
34,management,single,tertiary,no,1,no,no,cellular,nov,582,1,-1,0,unknown,no
35,services,married,secondary,no,128,yes,no,cellular,may,136,1,-1,0,unknown,no
38,entrepreneur,single,secondary,no,2543,no,no,cellular,aug,223,1,414,4,failure,yes
42,entrepreneur,married,tertiary,no,42045,no,no,cellular,aug,205,2,-1,0,unknown,no
56,blue-collar,married,primary,no,828,yes,no,cellular,may,214,1,349,1,failure,no
37,management,divorced,tertiary,no,0,yes,no,cellular,may,217,6,-1,0,unknown,no
47,housemaid,married,secondary,no,3940,yes,no,cellular,nov,171,2,96,5,success,no
